name|sid|call|icon|city|state|tagline
KOPN-FM|786|KOPN|http://media.npr.org/images/stations/logos/kopn_fm.gif|Columbia|MO|New Wave Corp.
WOJB-FM|788|WOJB|http://media.npr.org/images/stations/logos/wojb_fm.gif|Reserve|WI|Lac Courte Oreilles Ojibwa P.B.C.
KGPR-FM|795|KGPR|http://media.npr.org/images/stations/logos/kgpr_fm.gif|Great Falls|MT|Montana Public Radio
KTXK-FM|802|KTXK|http://media.npr.org/images/stations/logos/ktxk_fm.gif|Texarkana|TX|Texarkana Community College
WGTD-FM|804|WGTD|http://media.npr.org/images/stations/logos/wgtd_fm.gif|Kenosha|WI|Gateway Technical College
KXGA-FM|805|KXGA|http://media.npr.org/images/stations/logos/kxga_fm.gif|Glennallen|AK|Terminal Radio, Inc.
KXKM-FM|806|KXKM|http://media.npr.org/images/stations/logos/kxkm_fm.gif|McCarthy|AK|Terminal Radio, Inc.
KVMT-FM|807|KVMT|http://media.npr.org/images/stations/logos/kvmt_fm.gif|Montrose|CO|No. Fork Valley Public Radio, Inc.
WEVJ-FM|808|WEVJ|http://media.npr.org/images/stations/logos/wevj_fm.gif|Jackson|NH|NHPR: News and Information for the Granite State
KBSQ-FM|813|KBSQ|http://media.npr.org/images/stations/logos/kbsq_fm.gif|McCall|ID|Enriching Your Life
KBSY-FM|814|KBSY|http://media.npr.org/images/stations/logos/kbsy_fm.gif|Burley|ID|Enriching Your Life
KWOI-FM|815|KWOI|http://media.npr.org/images/stations/logos/kwoi_fm.gif|Carroll|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
KYUK-AM|816|KYUK|http://media.npr.org/images/stations/logos/kyuk_am.gif|Bethel|AK|Bethel Broadcasting
KANV-FM|817|KANV|http://media.npr.org/images/stations/logos/kanv_fm.gif|Olsburg|KS|Your Place to Find NPR News
KSJN-FM|818|KSJN|http://media.npr.org/images/stations/logos/ksjn_fm.gif|St. Paul|MN|Minnesota Public Radio
KWRR-FM|821|KWRR|http://media.npr.org/images/stations/logos/kwrr_fm.gif|Ethete|WY|The Native American Radio Service
KPAC-FM|822|KPAC|http://media.npr.org/images/stations/logos/kpac_fm.gif|San Antonio|TX|Your Classical Oasis
KCCM-FM|823|KCCM|http://media.npr.org/images/stations/logos/kccm_fm.gif|Moorhead|MN|Minnesota Public Radio
KCMF-FM|824|KCMF|http://media.npr.org/images/stations/logos/kcmf_fm.gif|Fergus Falls|MN|Minnesota Public Radio
KCRB-FM|825|KCRB|http://media.npr.org/images/stations/logos/kcrb_fm.gif|Bemidji|MN|Minnesota Public Radio
KGAC-FM|826|KGAC|http://media.npr.org/images/stations/logos/kgac_fm.gif|St. Peter|MN|Minnesota Public Radio
KLCD-FM|827|KLCD|http://media.npr.org/images/stations/logos/klcd_fm.gif|Rochester|IA|Minnesota Public Radio
KLSE-FM|828|KLSE|http://media.npr.org/images/stations/logos/klse_fm.gif|Rochester|MN|Minnesota Public Radio
KQMN-FM|829|KQMN|http://media.npr.org/images/stations/logos/kqmn_fm.gif|St. Paul|MN|Minnesota Public Radio
KRSD-FM|830|KRSD|http://media.npr.org/images/stations/logos/krsd_fm.gif|Sioux Falls|SD|Minnesota Public Radio
KRSW-FM|831|KRSW|http://media.npr.org/images/stations/logos/krsw_fm.gif|Worthington-Marshall|MN|Minnesota Public Radio
KSJR-FM|832|KSJR|http://media.npr.org/images/stations/logos/ksjr_fm.gif|Collegeville-St. Cloud|MN|Minnesota Public Radio
KWRV-FM|833|KWRV|http://media.npr.org/images/stations/logos/kwrv_fm.gif|St. Paul|ID|Minnesota Public Radio
WIRR-FM|834|WIRR|http://media.npr.org/images/stations/logos/wirr_fm.gif|Virginia-Hibbing|MN|Minnesota Public Radio
WMLS-FM|835|WMLS|http://media.npr.org/images/stations/logos/wmls_fm.gif|Grand Marais|MN|Minnesota Public Radio
KBSK-FM|837|KBSK|http://media.npr.org/images/stations/logos/kbsk_fm.gif|McCall|ID|Enriching Your Life
KMWS-FM|838|KMWS|http://media.npr.org/images/stations/logos/kmws_fm.gif|Mount Vernon|WA|Northwest Public Radio, Your NPR News Station
KECC-FM|839|KECC|http://media.npr.org/images/stations/logos/kecc_fm.gif|La Junta|CO|Public Radio for Southern Colorado and a wee bit of Northern New Mexico
KSMW-FM|840|KSMW|http://media.npr.org/images/stations/logos/ksmw_fm.gif|West Plains|MO|On the Web, On the Air, and Where You Live
WAMC-AM|841|WAMC|http://media.npr.org/images/stations/logos/wamc_am.gif|Albany|NY|WAMC/Northeast Public Radio
WEKF-FM|843|WEKF|http://media.npr.org/images/stations/logos/wekf_fm.gif|Corbin|KY|Great Music and NPR News from Eastern Kentucky University
KSDP-AM|846|KSDP|http://media.npr.org/images/stations/logos/ksdp_am.gif|Sand Point|AK|Alaska Broadcasters Association
KUTE-FM|847|KUTE|http://media.npr.org/images/stations/logos/kute_fm.gif|Ignacio|CO|Four Corners Public Radio
KQAC-FM|850|KQAC|http://media.npr.org/images/stations/logos/kqac_fm.gif|Portland|OR|All Classical FM
KQEI-FM|851|KQEI|http://media.npr.org/images/stations/logos/kqei_fm.gif|North Highlands|CA|KQED Public Radio. Spend Quality Time with Your Radio.
KLMF-FM|852|KLMF|http://media.npr.org/images/stations/logos/klmf_fm.gif|Klamath Falls|OR|Classics & News Service of Jefferson Public Radio
KOJI-FM|853|KOJI|http://media.npr.org/images/stations/logos/koji_fm.gif|Okoboji|IA|The Intelligent Alternative
KTOT-FM|854|KTOT|http://media.npr.org/images/stations/logos/ktot_fm.gif|Spearman|TX|High Plains Public Radio
KZAN-FM|855|KZAN|http://media.npr.org/images/stations/logos/kzan_fm.gif|Hays|KS|High Plains Public Radio
KSDS-FM|861|KSDS|http://media.npr.org/images/stations/logos/ksds_fm.gif|San Diego|CA|Jazz 88 - San Diego's Real Jazz Station
KCIE-FM|864|KCIE|http://media.npr.org/images/stations/logos/kcie_fm.gif|Dulce|NM|The Native American Radio Service
WUND-FM|866|WUND|http://media.npr.org/images/stations/logos/wund_fm.gif|Manteo|NC|Your NPR Station
KRSU-FM|867|KRSU|http://media.npr.org/images/stations/logos/krsu_fm.gif|St. Paul|MN|Minnesota Public Radio
KBPN-FM|868|KBPN|http://media.npr.org/images/stations/logos/kbpn_fm.gif|Brainerd|MN|Minnesota Public Radio
WFFC-FM|870|WFFC|http://media.npr.org/images/stations/logos/wffc_fm.gif|Ferrum|VA|RADIO IQ - BBC News, NPR Talk
WCPE-FM|872|WCPE|http://media.npr.org/images/stations/logos/wcpe_fm.gif|Raleigh|NC|Great Classical Music, 24 Hours A Day
WMEP-FM|875|WMEP|http://media.npr.org/images/stations/logos/wmep_fm.gif|Camden|ME|Maine Public Broadcasting Network
KEZJ-AM|878|KEZJ|http://media.npr.org/images/stations/logos/kezj_am.gif|Twin Falls|ID|Enriching Your Life
KSBX-FM|882|KSBX|http://media.npr.org/images/stations/logos/ksbx_fm.gif|Santa Barbara|CA|Listener Supported in San Luis Obispo and Santa Barbara Counties
WDNA-FM|886|WDNA|http://media.npr.org/images/stations/logos/wdna_fm.gif|Miami|FL|Serious Jazz
KETR-FM|888|KETR|http://media.npr.org/images/stations/logos/ketr_fm.gif|Commerce|TX|Your Station - 88.9 KETR!
WBEQ-FM|889|WBEQ|http://media.npr.org/images/stations/logos/wbeq_fm.gif|Morris|IL|Chicago Public Radio
WNCH-FM|894|WNCH|http://media.npr.org/images/stations/logos/wnch_fm.gif|Norwich|VT|VPR Classical on WNCH Norwich 88.1FM
WRUR-FM|895|WRUR|http://media.npr.org/images/stations/logos/wrur_fm.gif|Rochester|NY|Different Radio
KUAT-FM|896|KUAT|http://media.npr.org/images/stations/logos/kuat_fm.gif|Tucson|AZ|Southern Arizona's Classical Music Station
KFJM-FM|902|KFJM|http://media.npr.org/images/stations/logos/kfjm_fm.gif|Grand Forks|ND|Prairie Public
KUYI-FM|903|KUYI|http://media.npr.org/images/stations/logos/kuyi_fm.gif|Hotevilla|AZ|Your Place to Find NPR News
KBBG-FM|909|KBBG|http://media.npr.org/images/stations/logos/kbbg_fm.gif|Waterloo|IA|None
WNRK-FM|910|WNRK|http://media.npr.org/images/stations/logos/wnrk_fm.gif|Norwalk|OH|None
KCJX-FM|912|KCJX|http://media.npr.org/images/stations/logos/kcjx_fm.gif|Carbondale|CO|None
WSNC-FM|913|WSNC|http://media.npr.org/images/stations/logos/wsnc_fm.gif|Winston-Salem|NC|What we play is life
KTCB-FM|916|KTCB|http://media.npr.org/images/stations/logos/ktcb_fm.gif|Tillamook|OR|None
WWFM-FM|918|WWFM|http://media.npr.org/images/stations/logos/wwfm_fm.gif|Trenton|NJ|WWFM The Classical Network
WVYA-FM|919|WVYA|http://media.npr.org/images/stations/logos/wvya_fm.gif|Williamsport|PA|Public Broadcasting for Northeastern Pennsylvania and the Central Susquehanna Valley
KWTU-FM|920|KWTU|http://media.npr.org/images/stations/logos/kwtu_fm.gif|Tulsa|OK|Classical 88.7 from The University of Tulsa
WYMS-FM|921|WYMS|http://media.npr.org/images/stations/logos/wyms_fm.gif|Milwaukee|WI|None
WFCI-FM|923|WFCI|http://media.npr.org/images/stations/logos/wfci_fm.gif|Franklin|IN|None
KRNC-FM|924|KRNC|http://media.npr.org/images/stations/logos/krnc_fm.gif|Steamboat Springs|CO|None
KOSN-FM|926|KOSN|http://media.npr.org/images/stations/logos/kosn_fm.gif|Ketchum|OK|The State's Public Radio
KSLU-FM|927|KSLU|http://media.npr.org/images/stations/logos/kslu_fm.gif|Hammond|LA|KSLU-FM
KPMO-AM|928|KPMO|http://media.npr.org/images/stations/logos/kpmo_am.gif|Mendocino|CA|News & Information Service of Jefferson Public Radio
KSYC-AM|929|KSYC|http://media.npr.org/images/stations/logos/ksyc_am.gif|Yreka|CA|News & Information Service of Jefferson Public Radio
KMJC-AM|930|KMJC|http://media.npr.org/images/stations/logos/kmjc_am.gif|Mt. Shasta|CA|News & Information Service of Jefferson Public Radio
KOWI-FM|931|KOWI|http://media.npr.org/images/stations/logos/kowi_fm.gif|Lamoni|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
KJJP-FM|932|KJJP|http://media.npr.org/images/stations/logos/kjjp_fm.gif|Amarillo|TX|High Plains Public Radio
WESU-FM|933|WESU|http://media.npr.org/images/stations/logos/wesu_fm.gif|Middlesex|CT|We Surround You
KCMP-FM|936|KCMP|http://media.npr.org/images/stations/logos/kcmp_fm.gif|Northfield-Minneapolis-St. Pau|MN|Minnesota Public Radio
KQVO-FM|937|KQVO|http://media.npr.org/images/stations/logos/kqvo_fm.gif|Calexico|CA|None
WISE-FM|938|WISE|http://media.npr.org/images/stations/logos/wise_fm.gif|Roanoke|VA|WVTF Public Radio - Classical, Jazz, NPR
WTMD-FM|939|WTMD|http://media.npr.org/images/stations/logos/wtmd_fm.gif|Towson|MD|Radio for Music People  -- 89.7 WTMD
WEVS-FM|946|WEVS|http://media.npr.org/images/stations/logos/wevs_fm.gif|Nashua|NH|NHPR: News and Information for the Granite State
KMPQ-FM|947|KMPQ|http://media.npr.org/images/stations/logos/kmpq_fm.gif|Roseburg|OR|A Service of Lane Community College
WNJA-FM|948|WNJA|http://media.npr.org/images/stations/logos/wnja_fm.gif|Jamestown|NY|Classical 89.7
WNDY-FM|949|WNDY|http://media.npr.org/images/stations/logos/wndy_fm.gif|Indianapolis|IN|None
KRTS-FM|957|KRTS|http://media.npr.org/images/stations/logos/krts_fm.gif|Marfa|TX|None
WEXT-FM|958|WEXT|http://media.npr.org/images/stations/logos/wext_fm.gif|Amsterdam|NY|Leave Regular Radio Behind
KMFA-FM|959|KMFA|http://media.npr.org/images/stations/logos/kmfa_fm.gif|Austin|TX|Classical Public Radio for Central Texas
WPSX-FM|966|WPSX|http://media.npr.org/images/stations/logos/wpsx_fm.gif|Kane|PA|Public Radio for Central Pennsylvania
KVOV-FM|970|KVOV|http://media.npr.org/images/stations/logos/kvov_fm.gif|Carbondale|CO|None
KPYR-FM|971|KPYR|http://media.npr.org/images/stations/logos/kpyr_fm.gif|Craig|CO|None
KSGU-FM|974|KSGU|http://media.npr.org/images/stations/logos/ksgu_fm.gif|St. George|UT|None
WFSL-FM|975|WFSL|http://media.npr.org/images/stations/logos/wfsl_fm.gif|Thomasville|GA|Your Classical Music Source
WWNJ-FM|977|WWNJ|http://media.npr.org/images/stations/logos/wwnj_fm.gif|Dover Township|NJ|WWFM The Classical Network
WWCJ-FM|978|WWCJ|http://media.npr.org/images/stations/logos/wwcj_fm.gif|Cape May|NJ|WWFM The Classical Network
WWIO-AM|979|WWIO|http://media.npr.org/images/stations/logos/wwio_am.gif|St. Marys|GA|Your source for great music and NPR news.
WRCU-FM|980|WRCU|http://media.npr.org/images/stations/logos/wrcu_fm.gif|Hamilton|NY|Your Source for NPR News
KTXP-FM|981|KTXP|http://media.npr.org/images/stations/logos/ktxp_fm.gif|Bushland|TX|High Plains Public Radio
WVUB-FM|984|WVUB|http://media.npr.org/images/stations/logos/wvub_fm.gif|Vincennes|IN|Vincennes University Broadcasting
KQNC-FM|985|KQNC|http://media.npr.org/images/stations/logos/kqnc_fm.gif|Quincy|CA|Your Choice for NPR News and Jazz
KUOW-AM|986|KUOW|http://media.npr.org/images/stations/logos/kuow_am.gif|Tumwater|WA|NPR News and Information for the Puget Sound Region
KICJ-FM|987|KICJ|http://media.npr.org/images/stations/logos/kicj_fm.gif|Mitchellville|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
KXOT-FM|988|KXOT|http://media.npr.org/images/stations/logos/kxot_fm.gif|Tacoma|WA|None
WGPB-FM|989|WGPB|http://media.npr.org/images/stations/logos/wgpb_fm.gif|Rome|GA|Your source for great music and NPR news.
KDUB-FM|990|KDUB|http://media.npr.org/images/stations/logos/kdub_fm.gif|Dubuque|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
WAPR-FM|993|WAPR|http://media.npr.org/images/stations/logos/wapr_fm.gif|Selma|AL|University of Alabama
KJPR-AM|997|KJPR|http://media.npr.org/images/stations/logos/kjpr_am.gif|Shasta Lake City|CA|News & Information Service of Jefferson Public Radio
KSEF-FM|998|KSEF|http://media.npr.org/images/stations/logos/ksef_fm.gif|Farmington|MO|None
KXJS-FM|999|KXJS|http://media.npr.org/images/stations/logos/kxjs_fm.gif|Sutter|CA|The Classical Station
KXLL-FM|1000|KXLL|http://media.npr.org/images/stations/logos/kxll_fm.gif|Juneau|AK|Excellent Radio
WLUR-FM|1001|WLUR|http://media.npr.org/images/stations/logos/wlur_fm.gif|Lexington|VA|None
WVTQ-FM|1003|WVTQ|http://media.npr.org/images/stations/logos/wvtq_fm.gif|Sunderland/Mancheste|VT|VPR Classical on WVTQ Sunderland/Manchester 95.1FM
KRNN-FM|1005|KRNN|http://media.npr.org/images/stations/logos/krnn_fm.gif|Juneau|AK|Rain Country Radio
KPLI-FM|1006|KPLI|http://media.npr.org/images/stations/logos/kpli_fm.gif|Olympia|WA|None
KVIX-FM|1007|KVIX|http://media.npr.org/images/stations/logos/kvix_fm.gif|Port Angeles|WA|NPR News and All That Jazz
KQSC-FM|1010|KQSC|http://media.npr.org/images/stations/logos/kqsc_fm.gif|Santa Barbara|CA|Classical KUSC
WMUM-FM|1012|WMUM|http://media.npr.org/images/stations/logos/wmum_fm.gif|Macon|GA|Your source for great music and NPR news.
KDSC-FM|1013|KDSC|http://media.npr.org/images/stations/logos/kdsc_fm.gif|Thousand Oaks|CA|Classical KUSC
KCPB-FM|1014|KCPB|http://media.npr.org/images/stations/logos/kcpb_fm.gif|Warrenton|OR|Coast Community Radio
WYPF-FM|1015|WYPF|http://media.npr.org/images/stations/logos/wypf_fm.gif|Frederick|MD|None
KUNI-FM|1017|KUNI|http://media.npr.org/images/stations/logos/kuni_fm.gif|Cedar Falls|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
WOI-AM|1018|WOI|http://media.npr.org/images/stations/logos/woi_am.gif|Ames|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
WSUI-AM|1019|WSUI|http://media.npr.org/images/stations/logos/wsui_am.gif|Iowa City|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
KHKE-FM|1020|KHKE|http://media.npr.org/images/stations/logos/khke_fm.gif|Cedar Falls|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
KLBR-FM|1021|KLBR|http://media.npr.org/images/stations/logos/klbr_fm.gif|Eugene|OR|None
WEMC-FM|1024|WEMC|http://media.npr.org/images/stations/logos/wemc_fm.gif|Harrisonburg|VA|Classical and More
KSUI-FM|1029|KSUI|http://media.npr.org/images/stations/logos/ksui_fm.gif|Iowa City|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti15
WOXR-FM|1031|WOXR|http://media.npr.org/images/stations/logos/woxr_fm.gif|Schuyler Falls|NY|VPR Classical on WOXR Schuyler Falls/Burlington 90.9FM
WYPO-FM|1033|WYPO|http://media.npr.org/images/stations/logos/wypo_fm.gif|Ocean City|MD|None
WVKC-FM|1034|WVKC|http://media.npr.org/images/stations/logos/wvkc_fm.gif|Galesburg|IL|None
WCNV-FM|1036|WCNV|http://media.npr.org/images/stations/logos/wcnv_fm.gif|Heathsville|VA|A Community Idea Station
WMVE-FM|1037|WMVE|http://media.npr.org/images/stations/logos/wmve_fm.gif|Chase City|VA|A Community Idea Station
WZAI-FM|1040|WZAI|http://media.npr.org/images/stations/logos/wzai_fm.gif|Brewster|MA|The Cape and Islands NPR Stations
WSUC-FM|1041|WSUC|http://media.npr.org/images/stations/logos/wsuc_fm.gif|Cortland|NY|Your Source for NPR News
WZPE-FM|1042|WZPE|http://media.npr.org/images/stations/logos/wzpe_fm.gif|Bath|NC|Great Classical Music, 24 Hours A Day.
WWPJ-FM|1044|WWPJ|http://media.npr.org/images/stations/logos/wwpj_fm.gif|Pen Argyl|PA|None
KTMK-FM|1045|KTMK|http://media.npr.org/images/stations/logos/ktmk_fm.gif|Tillamook|OR|Oregon Public Broadcasting
KTVR-FM|1046|KTVR|http://media.npr.org/images/stations/logos/ktvr_fm.gif|La Grande|OR|Oregon Public Broadcasting
KOAP-FM|1047|KOAP|http://media.npr.org/images/stations/logos/koap_fm.gif|Lakeview|OR|Oregon Public Broadcasting
KOBK-FM|1048|KOBK|http://media.npr.org/images/stations/logos/kobk_fm.gif|Baker City|OR|Oregon Public Broadcasting
KBSS-FM|1049|KBSS|http://media.npr.org/images/stations/logos/kbss_fm.gif|Sun Valley|ID|Enriching Your Life
KNHM-FM|1050|KNHM|http://media.npr.org/images/stations/logos/knhm_fm.gif|Bayside|CA|News & Information Service of Jefferson Public Radio
KNWF-FM|1051|KNWF|http://media.npr.org/images/stations/logos/knwf_fm.gif|Fergus Falls|MN|None
KOPB-AM|1052|KOPB|http://media.npr.org/images/stations/logos/kopb_am.gif|Eugene|OR|Oregon Public Broadcasting
WNCK-FM|1053|WNCK|http://media.npr.org/images/stations/logos/wnck_fm.gif|Nantucket|MA|The Cape and Islands NPR Stations
WSSW-FM|1054|WSSW|http://media.npr.org/images/stations/logos/wssw_fm.gif|Platteville|WI|WPR's News/Classical Network
KPRQ-FM|1056|KPRQ|http://media.npr.org/images/stations/logos/kprq_fm.gif|Sheridan|WY|None
KUWY-FM|1057|KUWY|http://media.npr.org/images/stations/logos/kuwy_fm.gif|Laramie|WY|Wyoming Public Radio
KUWL-FM|1058|KUWL|http://media.npr.org/images/stations/logos/kuwl_fm.gif|Laramie|WY|Jazz Wyoming
KMSE-FM|1064|KMSE|http://media.npr.org/images/stations/logos/kmse_fm.gif|Rochester|MN|Minnesota Public Radio
WLSN-FM|1065|WLSN|http://media.npr.org/images/stations/logos/wlsn_fm.gif|Grand Marais|MN|None
KNSE-FM|1066|KNSE|http://media.npr.org/images/stations/logos/knse_fm.gif|Austin|MN|None
KQHR-FM|1067|KQHR|http://media.npr.org/images/stations/logos/kqhr_fm.gif|Hood River|OR|All Classical FM
WNNZ-AM|1068|WNNZ|http://media.npr.org/images/stations/logos/wnnz_am.gif|Amherst|MA|New England Public Radio
WHDD-FM|1072|WHDD|http://media.npr.org/images/stations/logos/whdd_fm.gif|Sharon|CT|Robin Hood Radio
WKWM-FM|1074|WKWM|http://media.npr.org/images/stations/logos/wkwm_fm.gif|Marathon-Key West|FL|NPR News & Intelligent Talk All Day, and the Best in Jazz Seven Nights a Week
WNGH-FM|1075|WNGH|http://media.npr.org/images/stations/logos/wngh_fm.gif|Chatsworth|GA|Your source for great music and NPR news.
KVLA-FM|1078|KVLA|http://media.npr.org/images/stations/logos/kvla_fm.gif|Coachella|CA|None
WUOL-FM|1080|WUOL|http://media.npr.org/images/stations/logos/wuol_fm.gif|Louisville|KY|Louisville's Fine Arts Station
KCLU-AM|1081|KCLU|http://media.npr.org/images/stations/logos/kclu_am.gif|Thousand Oaks|CA|NPR and Local News
WRUN-FM|1082|WRUN|http://media.npr.org/images/stations/logos/wrun_fm.gif|Remsen|NY|WAMC/Northeast Public Radio
WYQS-FM|1084|WYQS|http://media.npr.org/images/stations/logos/wyqs_fm.gif|Mars Hill|NC|National Public Radio for Western North Carolina - NPR News, Classical Music & More
WYPM-FM|1086|WYPM|http://media.npr.org/images/stations/logos/wypm_fm.gif|Chambersburg|PA|None
WATY-FM|1087|WATY|http://media.npr.org/images/stations/logos/waty_fm.gif|Folkston|GA|Your source for great music and NPR news.
WLPR-FM|1088|WLPR|http://media.npr.org/images/stations/logos/wlpr_fm.gif|Lowell|IN|None
KUOR-FM|1089|KUOR|http://media.npr.org/images/stations/logos/kuor_fm.gif|Redlands|CA|None
WXLQ-FM|1091|WXLQ|http://media.npr.org/images/stations/logos/wxlq_fm.gif|Bristol|VT|North Country Public Radio
WXLB-FM|1092|WXLB|http://media.npr.org/images/stations/logos/wxlb_fm.gif|Boonville|NY|North Country Public Radio
WMUB-FM|1093|WMUB|http://media.npr.org/images/stations/logos/wmub_fm.gif|Oxford|OH|Connecting you to a World of ideas.
WBSL-FM|1095|WBSL|http://media.npr.org/images/stations/logos/wbsl_fm.gif|Sheffield|MA|None
KQOC-FM|1101|KQOC|http://media.npr.org/images/stations/logos/kqoc_fm.gif|Gleneden Beach|OR|All Classical FM
KDWI-FM|1105|KDWI|http://media.npr.org/images/stations/logos/kdwi_fm.gif|Ottumwa|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
KUNZ-FM|1106|KUNZ|http://media.npr.org/images/stations/logos/kunz_fm.gif|Ottumwa|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
WVTI-FM|1116|WVTI|http://media.npr.org/images/stations/logos/wvti_fm.gif|Brighton/Island Pond|VT|VPR Classical on WVTI Island Pond/Brighton 106.9FM
KMHD-FM|1117|KMHD|http://media.npr.org/images/stations/logos/kmhd_fm.gif|Gresham|OR|Jazz Radio
WQXR-FM|1130|WQXR|http://media.npr.org/images/stations/logos/wqxr_fm.gif|Newark|NJ|The Classical Music Station of NYC
KKXT-FM|1131|KKXT|http://media.npr.org/images/stations/logos/kkxt_fm.gif|Dallas|TX|Music to the Core
KESC-FM|1132|KESC|http://media.npr.org/images/stations/logos/kesc_fm.gif|Morro Bay|CA|Classical KUSC
WCRB-FM|1142|WCRB|http://media.npr.org/images/stations/logos/wcrb_fm.gif|Lowell|MA|None
WEHC-FM|1156|WEHC|http://media.npr.org/images/stations/logos/wehc_fm.gif|Emory|VA|RADIO IQ - BBC News, NPR Talk
WOXM-FM|1163|WOXM|http://media.npr.org/images/stations/logos/woxm_fm.gif|Middlebury|VT|VPR Classical on WOXM Middlebury 90.1FM
KVTI-FM|1171|KVTI|http://media.npr.org/images/stations/logos/kvti_fm.gif|Tacoma|WA|Northwest Public Radio, NPR and Classical Music
KSWS-FM|1174|KSWS|http://media.npr.org/images/stations/logos/ksws_fm.gif|Chehalis|WA|"Northwest Public Radio, Your NPR News Station"
WVXR-FM|1176|WVXR|http://media.npr.org/images/stations/logos/wvxr_fm.gif|Randolph|VT|VPR Classical on WVXR Randolph 102.1FM
KVOQ-AM|1178|KVOQ|http://media.npr.org/images/stations/logos/kvoq_am.gif|Denver|CO|OpenAir, New Music from Colorado Public Radio
WSMR-FM|1184|WSMR|http://media.npr.org/images/stations/logos/wsmr_fm.gif|Venice|FL|Classical Music
WHAA-FM|1192|WHAA|http://media.npr.org/images/stations/logos/whaa_fm.gif|Adams|WI|The Ideas Network
WITH-FM|1194|WITH|http://media.npr.org/images/stations/logos/with_fm.gif|Ithaca|NY|Different Radio
WNNZ-FM|1196|WNNZ|http://media.npr.org/images/stations/logos/wnnz_fm.gif|Deerfield|MA|New England Public Radio
WOSA-FM|1197|WOSA|http://media.npr.org/images/stations/logos/wosa_fm.gif|Grove Ctiy|OH|Classical Music All Day, Every Day
KDFC-FM|1227|KDFC|http://media.npr.org/images/stations/logos/kdfc_fm.gif|Angwin|CA|None
WHIL-FM|1229|WHIL|http://media.npr.org/images/stations/logos/whil_fm.gif|Mobile|AL|APR - News, Classics and More
WNJT-FM|1243|WNJT|http://media.npr.org/images/stations/logos/wnjt_fm.gif|Trenton|NJ|NJN Public Radio
WNJY-FM|1244|WNJY|http://media.npr.org/images/stations/logos/wnjy_fm.gif|Netcong|NJ|NJN Public Radio
WNJO-FM|1245|WNJO|http://media.npr.org/images/stations/logos/wnjo_fm.gif|Toms River|NJ|NJN Public Radio
KUHA-FM|1270|KUHA|http://media.npr.org/images/stations/logos/kuha_fm.gif|Houston|TX|24-Hour Classical Music From Houston
